18:56:41.061 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Net.WebSockets.Client, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Net.WebSockets, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Net.WebSockets, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Numerics, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Numerics, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Numerics.Vectors, Version=4.1.5.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ObjectModel, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ObjectModel, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.DispatchProxy, Version=4.0.5.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit.ILGeneration, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Emit.Lightweight, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Extensions, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Extensions, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Primitives, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Reflection.Primitives, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.Reader, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.Reader, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.ResourceManager, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.ResourceManager, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.Writer, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Resources.Writer, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.CompilerServices.VisualC, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.CompilerServices.VisualC, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Extensions, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Extensions, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Handles, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Handles, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices.RuntimeInformation, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices.RuntimeInformation, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices.WindowsRuntime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.InteropServices.WindowsRuntime, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Numerics, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Numerics, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Formatters, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Formatters, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Json, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Json, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Primitives, Version=4.1.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Xml, Version=4.1.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Runtime.Serialization.Xml, Version=4.1.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Claims, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Claims, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Algorithms, Version=4.2.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Csp, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Csp, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Encoding, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Encoding, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Primitives, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.Primitives, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.X509Certificates, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Cryptography.X509Certificates, Version=4.1.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Principal, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.Principal, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Security.SecureString, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ServiceModel.Web, Version=4.0.0.0, Culture=neutral, PublicKeyToken=31bf3856ad364e35
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.Encoding, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.Encoding, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.Encoding.Extensions, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.Encoding.Extensions, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.RegularExpressions, Version=4.1.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Text.RegularExpressions, Version=4.1.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Overlapped, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks.Extensions, Version=4.2.1.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks.Parallel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Tasks.Parallel, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Thread, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Thread, Version=4.0.2.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.ThreadPool, Version=4.0.12.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.ThreadPool, Version=4.0.12.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Timer, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Threading.Timer, Version=4.0.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Transactions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Transactions, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ValueTuple, Version=4.0.2.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.ValueTuple, Version=4.0.2.0, Culture=neutral, PublicKeyToken=cc7b13ffcd2ddd51
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Web, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Windows, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.Linq, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.Linq, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.ReaderWriter, Version=4.1.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.ReaderWriter, Version=4.1.1.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.Serialization, Version=4.0.0.0, Culture=neutral, PublicKeyToken=b77a5c561934e089
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XDocument, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XDocument, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XmlDocument, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XmlDocument, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XmlSerializer, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XmlSerializer, Version=4.0.11.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XPath, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XPath, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added System.Xml.XPath.XDocument, Version=4.0.3.0, Culture=neutral, PublicKeyToken=b03f5f7f11d50a3a
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.EditorCoroutines.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Performance.Profile-Analyzer.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.PlasticSCM.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Postprocessing.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Postprocessing.Runtime, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Rider.Editor, Version=3.0.7.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.TestTools.CodeCoverage.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.TestTools.CodeCoverage.Editor.OpenCover.Model, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.TestTools.CodeCoverage.Editor.OpenCover.Mono.Reflection, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.TextMeshPro, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.TextMeshPro.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Timeline, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.Timeline.Editor, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Antlr3.Runtime, Version=3.1.3.22795, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Core, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Core.Editor, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Flow, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Flow.Editor, Version=1.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.SettingsProvider.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.Shared.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.State, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualScripting.State.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VisualStudio.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added Unity.VSCode.Editor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.CoreModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.CoreModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.DeviceSimulatorModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.DeviceSimulatorModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.DiagnosticsModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.DiagnosticsModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.EditorToolbarModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.EditorToolbarModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.GraphViewModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.GraphViewModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.PresetsUIModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.PresetsUIModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.QuickSearchModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.QuickSearchModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.SceneTemplateModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.SceneTemplateModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.SceneViewModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.SceneViewModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.TextCoreFontEngineModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
18:56:52.797 |V| AssemblyPsiModuleFactory      | :1                 | AssemblyChange added UnityEditor.TextCoreFontEngineModule, Version=0.0.0.0, Culture=neutral, PublicKeyToken=null
