18:10:25.359 |V| JetEnvironment                | :1                 | JetEnvironment is initiating startup.
18:10:40.437 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:JSX]"  value=0ms
18:10:40.437 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:JSX"  time=0ms
18:10:40.437 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:ANY created
18:10:40.439 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:ANY" time=0ms. Total: 0ms
18:10:40.439 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:ANY]"  value=0ms
18:10:40.439 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:ANY"  time=0ms
18:10:40.439 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:MSBuild created
18:10:40.439 |V| ComponentStorage              | :1                 | FeatureParts created
18:10:40.439 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:MSBuild" time=0ms. Total: 0ms
18:10:40.439 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:MSBuild]"  value=0ms
18:10:40.440 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:MSBuild"  time=0ms
18:10:40.440 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:MSTestAccessor created
18:10:40.440 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:MSTestAccessor" time=0ms. Total: 0ms
18:10:40.440 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:MSTestAccessor]"  value=0ms
18:10:40.440 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:MSTestAccessor"  time=0ms
18:10:40.440 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:NAnt created
18:10:40.441 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:NAnt" time=0ms. Total: 0ms
18:10:40.442 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:NAnt]"  value=0ms
18:10:40.442 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:NAnt"  time=0ms
18:10:40.442 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Proto created
18:10:40.443 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Proto" time=0ms. Total: 0ms
18:10:40.443 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Proto]"  value=0ms
18:10:40.443 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Proto"  time=0ms
18:10:40.443 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:RAZOR_COMPONENT created
18:10:40.443 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: FeatureParts”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
18:10:40.445 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:RAZOR_COMPONENT" time=0ms. Total: 0ms
18:10:40.445 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:RAZOR_COMPONENT]"  value=0ms
18:10:40.445 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:RAZOR_COMPONENT"  time=0ms
18:10:40.445 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:RAZOR_CSHARP created
18:10:40.447 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:RAZOR_CSHARP" time=0ms. Total: 0ms
18:10:40.447 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:RAZOR_CSHARP]"  value=0ms
18:10:40.447 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:RAZOR_CSHARP"  time=0ms
18:10:40.447 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:RAZOR created
18:10:40.448 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:RAZOR" time=0ms. Total: 0ms
18:10:40.448 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:RAZOR]"  value=0ms
18:10:40.448 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:RAZOR"  time=0ms
18:10:40.448 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:RESJSON created
18:10:40.448 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:RESJSON" time=0ms. Total: 0ms
18:10:40.448 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:RESJSON]"  value=0ms
18:10:40.448 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:RESJSON"  time=0ms
18:10:40.448 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Resw created
18:10:40.449 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Resw" time=0ms. Total: 0ms
18:10:40.449 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Resw]"  value=0ms
18:10:40.449 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Resw"  time=0ms
18:10:40.449 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Resx created
18:10:40.451 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Resx" time=0ms. Total: 0ms
18:10:40.451 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Resx]"  value=0ms
18:10:40.451 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Resx"  time=0ms
18:10:40.451 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Skin created
18:10:40.452 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Skin" time=0ms. Total: 0ms
18:10:40.452 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Skin]"  value=0ms
18:10:40.452 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Skin"  time=0ms
18:10:40.452 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:TSX created
18:10:40.452 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:TSX" time=0ms. Total: 0ms
18:10:40.452 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:TSX]"  value=0ms
18:10:40.452 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:TSX"  time=0ms
18:10:40.452 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:TS created
18:10:40.484 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:TS" time=0ms. Total: 0ms
18:10:40.484 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:TS]"  value=0ms
18:10:40.484 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:TS"  time=31ms
18:10:40.484 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:UNKNOWN created
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:UNKNOWN" time=0ms. Total: 0ms
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:UNKNOWN]"  value=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:UNKNOWN"  time=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:UNKNOWN_TEXTUAL created
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:UNKNOWN_TEXTUAL" time=0ms. Total: 0ms
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:UNKNOWN_TEXTUAL]"  value=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:UNKNOWN_TEXTUAL"  time=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:VBASIC created
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:VBASIC" time=0ms. Total: 0ms
18:10:40.486 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:VBASIC]"  value=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:VBASIC"  time=0ms
18:10:40.486 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:VBS created
18:10:40.487 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:VBS" time=0ms. Total: 0ms
18:10:40.487 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:VBS]"  value=0ms
18:10:40.487 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:VBS"  time=0ms
18:10:40.487 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Web.Config created
18:10:40.488 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Web.Config" time=0ms. Total: 0ms
18:10:40.488 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Web.Config]"  value=0ms
18:10:40.488 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Web.Config"  time=0ms
18:10:40.488 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:XAML created
18:10:40.488 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:XAML" time=0ms. Total: 0ms
18:10:40.488 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:XAML]"  value=0ms
18:10:40.488 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:XAML"  time=0ms
18:10:40.488 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:XML created
18:10:40.489 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:XML" time=0ms. Total: 0ms
18:10:40.489 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:XML]"  value=0ms
18:10:40.489 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:XML"  time=0ms
18:10:40.489 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:XSD created
18:10:40.490 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:XSD" time=0ms. Total: 0ms
18:10:40.490 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:XSD]"  value=0ms
18:10:40.490 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:XSD"  time=0ms
18:10:40.490 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:BINARY created
18:10:40.491 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:BINARY" time=0ms. Total: 0ms
18:10:40.491 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:BINARY]"  value=0ms
18:10:40.491 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:BINARY"  time=0ms
18:10:40.491 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Nuspec created
18:10:40.492 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Nuspec" time=0ms. Total: 0ms
18:10:40.492 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Nuspec]"  value=0ms
18:10:40.492 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Nuspec"  time=0ms
18:10:40.492 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:JSON_NEW created
18:10:40.493 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:JSON_NEW" time=0ms. Total: 0ms
18:10:40.493 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:JSON_NEW]"  value=0ms
18:10:40.493 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:JSON_NEW"  time=0ms
18:10:40.493 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:FBX created
18:10:40.494 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:FBX" time=0ms. Total: 0ms
18:10:40.494 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:FBX]"  value=0ms
18:10:40.494 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:FBX"  time=0ms
18:10:40.494 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:Meta created
18:10:40.495 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:Meta" time=0ms. Total: 0ms
18:10:40.495 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:Meta]"  value=0ms
18:10:40.495 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:Meta"  time=0ms
18:10:40.495 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:UnityYaml created
18:10:40.495 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:UnityYaml" time=0ms. Total: 0ms
18:10:40.495 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:UnityYaml]"  value=0ms
18:10:40.495 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:UnityYaml"  time=0ms
18:10:40.495 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:INPUTACTIONS created
18:10:40.496 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:INPUTACTIONS" time=0ms. Total: 0ms
18:10:40.496 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:INPUTACTIONS]"  value=0ms
18:10:40.496 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:INPUTACTIONS"  time=0ms
18:10:40.496 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:ASMDEF created
18:10:40.498 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:ASMDEF" time=0ms. Total: 0ms
18:10:40.498 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:ASMDEF]"  value=0ms
18:10:40.498 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:ASMDEF"  time=0ms
18:10:40.498 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:ASMREF created
18:10:40.499 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:ASMREF" time=0ms. Total: 0ms
18:10:40.499 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:ASMREF]"  value=0ms
18:10:40.499 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:ASMREF"  time=0ms
18:10:40.499 |V| ComponentStorage              | JetPool(S) #1:13   | ProjectFileType:YAML created
18:10:40.499 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.ProjectFileType:YAML" time=0ms. Total: 0ms
18:10:40.499 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[ProjectFileType:YAML]"  value=0ms
18:10:40.499 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: ProjectFileType:YAML"  time=0ms
18:10:41.841 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.FeatureParts" time=1349ms. Total: 1352.9149ms
18:10:41.841 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[FeatureParts]"  value=1349ms
18:10:41.841 |V| ComponentStorage              | :1                 | <Measured> "Compose: FeatureParts"  time=1398ms
18:10:42.250 |V| ComponentStorage              | :1                 | FeedbackPageContainer created
18:10:42.251 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: FeedbackPageContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
18:10:42.251 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.FeedbackPageContainer" time=0ms. Total: 0ms
18:10:42.251 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[FeedbackPageContainer]"  value=0ms
18:10:42.251 |V| ComponentStorage              | :1                 | <Measured> "Compose: FeedbackPageContainer"  time=0ms
18:10:42.251 |V| ComponentStorage              | :1                 | ReportAttachmentPartsContainer created
18:10:42.254 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: ReportAttachmentPartsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
18:10:42.854 |V| SelfProfilingTool             | :1                 | SELF_PROFILING_CUSTOM_URL=<NULL>
18:10:42.867 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.ReportAttachmentPartsContainer" time=613ms. Total: 612.7521ms
18:10:42.867 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[ReportAttachmentPartsContainer]"  value=613ms
18:10:42.867 |V| ComponentStorage              | :1                 | <Measured> "Compose: ReportAttachmentPartsContainer"  time=613ms
18:10:42.871 |V| ComponentStorage              | :1                 | UserIdentificatorPartsContainer created
18:10:42.871 |V| CatalogComponentSource        | :1                 | Created a CatalogComponentSource for container “Container: UserIdentificatorPartsContainer”. To trace eligible components set, enable TRACE level for this log category (JetBrains.Application.Extensibility.CatalogComponentSource).
18:10:42.871 |V| ComponentContainersStatistics | :1                 | <Finish> "ComponentContainer.UserIdentificatorPartsContainer" time=0ms. Total: 0ms
18:10:42.871 |V| ComponentContainersStatistics | :1                 | <Measured> "ComponentContainer[UserIdentificatorPartsContainer]"  value=0ms
18:10:42.871 |V| ComponentStorage              | :1                 | <Measured> "Compose: UserIdentificatorPartsContainer"  time=0ms
18:10:43.089 |V| AddProductIdentityToLogs      | :1                 | RiderFlow Wave 223
18:10:43.090 |V| AddProductIdentityToLogs      | :1                 | JetBrains RiderFlow 2022.3 EAP 9 D Build 223.0.20230224.195614-eap09d
18:10:43.091 |V| AddProductIdentityToLogs      | :1                 | Subproducts: (0pcs)[]
18:10:43.124 |V| AddProductIdentityToLogs      | :1                 | Zones: (62pcs)[CodeInspectionPageImplZone, DaemonEngineZone, DaemonZone, ExternalSourcesZone, IAspMvcZone, IClrImplementationHostZone, IClrPsiLanguageZone, ICodeEditingOptionsPageImplZone, ICodeEditingZone, IConsoleEnvironmentZone, ICpuArchitectureHostZone, IDocumentModelZone, IEnvironmentZone, IHostSolutionZone, IInternalVisibilityZone, ILanguageAspZone, ILanguageCSharpZone, ILanguageHtmlZone, ILanguageIlZone, ILanguageJsonNewZone, ILanguageRazorZone, ILanguageRegExpZone, ILanguageResxZone, ILanguageRouteTemplateZone, ILanguageVBZone, ILanguageXamlZone, ILanguageYamlZone, INativePsiLanguageZone, INetFrameworkHostZone, INuGetZone, IOperatingSystemHostZone, IOuterWorldConnectEnvZone, IParameterInfoZone, IProjectModelZone, IProjectsHostLiveTrackingZone, IPsiAssemblyFileLoaderImplZone, IPsiLanguageZone, IPublicVisibilityZone, IRdActionsBackendZone, IRdFrameworkZone, IResharperHostCoreFeatureZone, IResharperHostCorePlatformZone, IRiderFlowFeatureEnvironmentZone, IRiderFlowFeatureZone, IRiderFlowProductEnvironmentZone, IRiderFlowUnityPluginZone, IRiderModelZone, ISinceClr2HostZone, ISinceClr4HostZone, ISyntaxHighlightingZone, ITextControlsZone, IToolsOptionsPageImplZone, IUnityPluginZone, IWebPsiLanguageZone, IWindowsNtHostZone, IX64CpuArchitectureHostZone, NamingImplZone, NavigationZone, PsiFeaturesImplZone, ResultListImplZone, SweaZone, SymbolsImplZone]
18:10:43.126 |V| AddProductIdentityToLogs      | :1                 | Packages: (21pcs)[com.intellij.resharper.unity, JetBrains.ExternalAnnotations, JetBrains.Platform.Core.Ide, JetBrains.Platform.Core.IisExpress, JetBrains.Platform.Core.MsBuild, JetBrains.Platform.Core.Shell, JetBrains.Platform.Core.Text, JetBrains.Platform.Interop.CommandLine, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Console, JetBrains.Platform.Interop.dotMemoryUnit.Interop.Ide, JetBrains.Platform.RdProtocol, JetBrains.Psi.Features.Core, JetBrains.Psi.Features.SolutionBuilder, JetBrains.Psi.Features.src, JetBrains.Psi.Features.Tasks, JetBrains.Psi.Features.UnitTesting, JetBrains.Psi.Features.Web.Core, JetBrains.ReSharperAutomationTools.src.CommandLineCore, JetBrains.ReSharperAutomationTools.src.Roslyn, JetBrains.Rider.RdBackend.Common, JetBrains.Rider.RiderFlow]
18:10:43.596 |V| LevelDbMapStats               | :1                 | Sid 1725827694: 'AssemblyNameAndId'
18:10:43.606 |V| LevelDbMapStats               | :1                 | Sid 1450203212: 'BundleAssemblyNameAndId'
18:10:43.643 |V| LevelDbMapStats               | :1                 | Sid 1016345249: 'PlatformIdCache'
18:10:43.685 |V| LevelDbMapStats               | :1                 | Sid 981704705: 'BundlePlatformIdCache'
18:10:43.712 |V| LevelDbMapStats               | :1                 | Sid 1841847556: 'ReferencesNameCache'
18:10:43.718 |V| LevelDbMapStats               | :1                 | Sid 429002406: 'BundleReferencesNameCache'
18:10:43.727 |V| LevelDbMapStats               | :1                 | Sid 144483022: 'AppHostTypeCache'
18:10:43.744 |V| LevelDbMapStats               | :1                 | Sid 1577326784: 'BundleHeaderCache'
18:10:43.756 |V| LevelDbMapStats               | :1                 | Sid 677005676: 'mvidToAssemblyNameRelations'
18:10:44.320 |V| UsageDbManager                | :1                 | STV.Started `UsageDbManager` in separate thread
18:10:44.336 |V| ActivityLogsSubmitter         | :1                 | STV.Started `ActivityLogsSubmitter` in separate thread
18:10:45.712 |V| ComponentStorage              | JetPool(S) #1:13   | PsiLanguageType:ANY created
18:10:45.716 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.PsiLanguageType:ANY" time=0ms. Total: 0ms
18:10:45.716 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[PsiLanguageType:ANY]"  value=0ms
18:10:45.716 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: PsiLanguageType:ANY"  time=0ms
18:10:45.716 |V| ComponentStorage              | JetPool(S) #1:13   | PsiLanguageType:UNKNOWN created
18:10:45.716 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.PsiLanguageType:UNKNOWN" time=0ms. Total: 0ms
18:10:45.716 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[PsiLanguageType:UNKNOWN]"  value=0ms
18:10:45.716 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: PsiLanguageType:UNKNOWN"  time=0ms
18:10:45.717 |V| ComponentStorage              | JetPool(S) #1:13   | PsiLanguageType:UNMANAGED created
18:10:45.717 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.PsiLanguageType:UNMANAGED" time=0ms. Total: 0ms
18:10:45.717 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[PsiLanguageType:UNMANAGED]"  value=0ms
18:10:45.717 |V| ComponentStorage              | JetPool(S) #1:13   | <Measured> "Compose: PsiLanguageType:UNMANAGED"  time=0ms
18:10:45.717 |V| ComponentStorage              | JetPool(S) #1:13   | PsiLanguageType:CSHARP created
18:10:45.733 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.BuildPsiFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.BuildPsiFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.BuildPsiFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CPP is unknown for key => key.BuildPsiFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CPP_DOXYGEN is unknown for key => key.BuildPsiFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CPP is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CPP_DOXYGEN is unknown for key => key.AnalysisFileSizeThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.AnalysisAverageLineLengthThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.AnalysisAverageLineLengthThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.AnalysisAverageLineLengthThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.AnalysisAverageLineLengthThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language TYPE_SCRIPT is unknown for key => key.CompressedFileThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JAVA_SCRIPT is unknown for key => key.CompressedFileThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language JSON is unknown for key => key.CompressedFileThreshold
18:10:45.734 |V|                               | :1                 | [PT] Language CSS is unknown for key => key.CompressedFileThreshold
18:10:45.738 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Finish> "ComponentContainer.PsiLanguageType:CSHARP" time=0ms. Total: 0ms
18:10:45.738 |V| ComponentContainersStatistics | JetPool(S) #1:13   | <Measured> "ComponentContainer[PsiLanguageType:CSHARP]"  value=0ms
